timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1753310142.751,1753310142.824,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.100,0.100,0.050
1753310143.044,1753310143.124,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.105,0.105,0.053
1753310143.335,1753310143.424,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.110,0.110,0.055
1753310143.640,1753310143.725,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.116,0.116,0.058
1753310143.931,1753310144.025,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.122,0.122,0.061
1753310144.255,1753310144.326,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.128,0.128,0.064
1753310144.550,1753310144.625,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.134,0.134,0.067
1753310144.842,1753310144.925,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.141,0.141,0.070
1753310145.135,1753310145.225,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.148,0.148,0.074
1753310145.453,1753310145.525,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.155,0.155,0.078
1753310145.748,1753310145.825,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.163,0.163,0.081
1753310146.040,1753310146.124,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.171,0.171,0.086
1753310146.328,1753310146.425,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.180,0.180,0.090
1753310146.648,1753310146.725,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.189,0.189,0.094
1753310146.942,1753310147.025,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.198,0.198,0.099
1753310147.234,1753310147.325,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.208,0.208,0.104
1753310147.526,1753310147.625,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.218,0.218,0.109
1753310147.850,1753310147.925,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.229,0.229,0.115
1753310148.142,1753310148.224,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.241,0.241,0.120
1753310148.440,1753310148.524,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.253,0.253,0.126
1753310148.731,1753310148.825,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.265,0.265,0.133
