timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1753360487.254,1753360487.347,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360487.454,1753360487.547,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360487.646,1753360487.750,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360487.841,1753360487.947,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360488.039,1753360488.147,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360488.229,1753360488.347,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360488.423,1753360488.547,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360488.653,1753360488.747,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360488.849,1753360488.953,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360489.041,1753360489.151,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360489.242,1753360489.347,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360489.435,1753360489.547,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360489.629,1753360489.747,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360489.857,1753360489.947,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360490.049,1753360490.147,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360490.245,1753360490.347,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360490.441,1753360490.547,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360490.635,1753360490.747,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360490.829,1753360490.947,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360491.047,1753360491.147,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360491.253,1753360491.347,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360491.416,1753360491.547,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360491.649,1753360491.748,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360491.850,1753360491.947,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360492.041,1753360492.147,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360492.234,1753360492.347,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360492.427,1753360492.547,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360492.624,1753360492.747,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360492.854,1753360492.947,-2.002,0.999,1.569,-0.000,0.000,-0.000,0.000,0.000,0.000
1753360493.047,1753360493.147,-2.002,0.999,1.569,-0.000,-0.000,-0.016,0.050,0.050,0.020
1753360493.241,1753360493.347,-2.002,0.999,1.520,-0.000,-0.000,-0.065,0.050,0.050,0.020
1753360493.437,1753360493.547,-2.002,0.999,1.471,-0.000,-0.000,-0.114,0.050,0.050,0.020
1753360493.629,1753360493.747,-2.002,0.999,1.421,-0.000,-0.000,-0.163,0.050,0.050,0.020
1753360493.854,1753360493.947,-2.002,0.999,1.364,-0.000,-0.000,-0.211,0.050,0.050,0.020
1753360494.144,1753360494.165,-2.002,0.999,1.290,0.000,-0.000,-0.277,0.050,0.050,0.020
1753360494.245,1753360494.347,-2.002,0.999,1.266,0.000,-0.000,-0.309,0.050,0.050,0.020
1753360494.438,1753360494.547,-1.992,1.027,1.241,0.044,-0.014,-0.317,0.050,0.050,0.020
1753360494.641,1753360494.747,-1.977,1.072,1.240,0.073,-0.024,-0.317,0.050,0.050,0.020
