timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1750361559.386,1750361559.459,-1.714,3.077,-0.000,-16.553,7.081,2.761,46.701,29.703,2.047
1750361559.779,1750361559.898,-1.714,3.077,-0.000,-16.553,7.081,2.761,46.701,29.703,2.047
1750361560.395,1750361560.433,-1.714,3.077,-0.000,-16.553,7.081,2.761,46.701,29.703,2.047
1750361560.887,1750361560.979,-1.714,3.077,-0.000,-16.553,7.081,2.761,46.701,29.703,2.047
1750361561.381,1750361561.425,-1.714,3.077,-0.000,-16.553,7.081,2.761,46.701,29.703,2.047
1750361562.378,1750361562.422,-1.714,3.077,-0.000,-14.776,2.367,-0.856,73.227,11.289,0.440
1750361562.768,1750361562.872,-1.714,3.077,-0.000,-14.776,2.367,-0.856,73.227,11.289,0.440
1750361563.282,1750361563.368,-1.714,3.077,-0.000,-14.776,2.367,-0.856,73.227,11.289,0.440
1750361563.798,1750361563.874,-1.714,3.077,-0.000,-14.776,2.367,-0.856,73.227,11.289,0.440
1750361564.291,1750361564.368,-1.714,3.077,-0.000,-14.776,2.367,-0.856,73.227,11.289,0.440
1750361564.758,1750361564.872,-1.714,3.077,-0.000,-14.772,2.369,-0.796,73.278,11.293,0.444
1750361565.296,1750361565.385,-1.714,3.077,0.419,-14.764,2.359,-0.349,73.352,11.290,0.424
1750361566.283,1750361566.349,-1.712,3.082,1.394,-18.686,10.234,1.584,90.502,41.149,1.971
1750361566.283,1750361566.380,-1.712,3.082,1.394,-18.685,10.233,1.998,90.518,41.146,1.975
1750361566.766,1750361566.875,-1.668,3.324,1.393,-19.727,4.866,-2.444,145.373,1.340,2.672
1750361567.295,1750361567.375,-1.627,3.553,1.394,-19.794,4.805,-2.444,148.695,1.017,2.668
1750361568.190,1750361568.296,-1.545,4.010,1.393,-18.357,7.152,-1.317,76.306,24.727,2.649
1750361568.291,1750361568.373,-1.536,4.059,1.394,-20.005,8.956,-2.338,58.061,30.540,2.496
1750361568.788,1750361568.875,-1.489,4.321,1.393,-27.279,4.952,-1.819,0.027,0.018,0.001
1750361569.300,1750361569.385,-1.448,4.549,1.393,-27.361,4.631,-1.819,0.027,0.016,0.001
1750361570.164,1750361570.296,-1.363,5.023,1.393,-15.240,7.512,-1.656,132.734,39.359,2.363
1750361570.283,1750361570.369,-1.354,5.072,1.393,-15.243,7.489,-1.668,134.034,39.733,2.368
1750361570.753,1750361570.875,-1.310,5.317,1.393,-27.491,4.149,-1.740,0.000,0.000,0.000
1750361571.289,1750361571.368,-1.266,5.562,1.393,-27.552,3.814,-1.741,0.000,0.000,0.000
1750361571.793,1750361571.879,-1.216,5.840,1.393,-27.588,3.589,-1.735,0.001,0.000,0.000
1750361572.285,1750361572.371,-1.175,6.068,1.393,-27.628,3.366,-1.734,0.001,0.000,0.000
1750361573.290,1750361573.336,-1.133,6.442,1.594,-17.995,8.606,0.936,108.457,57.410,1.808
1750361573.290,1750361573.372,-1.133,6.442,1.594,-15.172,7.280,0.879,118.633,48.050,1.429
1750361573.786,1750361573.884,-1.139,6.709,1.593,-19.557,3.735,-1.703,147.506,3.495,2.876
1750361574.285,1750361574.368,-1.145,6.958,1.593,-19.568,3.651,-1.695,148.404,4.300,2.858
1750361574.771,1750361574.896,-1.150,7.119,1.815,-27.519,2.117,-1.510,0.000,0.000,0.000
1750361575.291,1750361575.380,-1.141,7.089,2.303,-27.516,2.120,-0.900,0.001,0.000,0.001
1750361576.079,1750361576.118,-1.141,7.089,3.045,-27.511,2.113,-0.605,0.001,0.001,0.001
1750361576.290,1750361576.369,-1.175,7.089,-3.135,-27.504,2.129,-0.191,0.002,0.001,0.001
1750361576.785,1750361576.872,-1.457,7.087,-3.135,-21.286,2.084,0.352,62.574,2.700,1.170
1750361577.288,1750361577.373,-1.706,7.085,-3.136,-21.172,2.124,0.348,60.704,2.667,1.175
1750361577.773,1750361577.875,-1.972,7.084,-3.135,-2.891,6.312,2.938,27.636,2.882,0.251
1750361578.283,1750361578.369,-2.221,7.082,-3.135,-3.084,6.353,2.941,26.836,2.670,0.255
1750361579.180,1750361579.246,-2.669,7.079,-3.135,-6.668,5.346,2.599,59.555,6.407,0.514
1750361579.291,1750361579.373,-2.735,7.079,-3.135,-6.902,5.489,2.600,56.702,5.687,0.520
1750361579.887,1750361579.905,-3.017,7.077,-3.136,-2.484,7.010,-3.136,0.002,0.002,0.000
1750361580.295,1750361580.370,-3.233,7.076,-3.135,-2.925,7.006,-3.133,0.002,0.002,0.000
1750361580.880,1750361580.905,-3.499,7.074,-3.136,-3.031,7.005,-3.130,0.002,0.003,0.000
1750361581.282,1750361581.371,-3.698,7.073,-3.136,-3.366,6.999,-3.125,0.002,0.003,0.000
1750361581.870,1750361581.985,-3.996,7.071,-3.135,-3.477,6.999,-3.129,0.002,0.003,0.000
1750361582.295,1750361582.371,-4.212,7.070,-3.136,-3.813,6.995,-3.127,0.002,0.003,0.000
1750361583.581,1750361583.638,-4.893,7.066,-3.136,-7.350,7.261,2.664,60.756,18.480,1.215
1750361583.898,1750361583.989,-5.042,7.065,-3.136,-4.713,7.062,-3.135,0.000,0.000,0.000
1750361584.290,1750361584.376,-5.241,7.064,-3.136,-5.047,7.066,-3.135,0.000,0.000,0.000
1750361584.740,1750361584.886,-5.474,7.063,-3.136,-5.167,6.956,-3.137,0.000,0.001,0.000
1750361585.279,1750361585.371,-5.722,7.061,-3.136,-5.388,6.955,-3.138,0.000,0.002,0.000
1750361585.782,1750361585.890,-5.971,7.060,-3.136,-5.497,6.972,-3.132,0.000,0.002,0.000
1750361586.276,1750361586.372,-6.204,7.059,-3.136,-5.831,6.965,-3.133,0.001,0.003,0.000
1750361586.776,1750361586.882,-6.452,7.057,-3.136,-6.083,6.951,-3.140,0.001,0.002,0.000
1750361587.291,1750361587.372,-6.718,7.056,-3.137,-6.307,6.953,-3.134,0.002,0.001,0.000
1750361587.874,1750361587.983,-6.984,7.054,-3.136,-6.418,6.960,-3.136,0.001,0.003,0.000
1750361588.298,1750361588.371,-7.183,7.053,-3.136,-6.750,6.960,-3.137,0.001,0.004,0.000
1750361589.182,1750361589.235,-7.631,7.051,-3.136,-6.980,6.994,-3.134,0.002,0.003,0.000
1750361589.282,1750361589.375,-7.697,7.050,-3.136,-7.351,6.991,-3.134,0.002,0.004,0.000
1750361590.385,1750361590.476,-8.278,7.047,-3.136,-15.281,4.645,0.725,42.645,11.444,2.366
1750361590.784,1750361590.871,-8.510,7.046,-3.137,-15.204,4.720,0.720,35.234,12.480,2.371
1750361591.288,1750361591.369,-8.743,7.045,-3.136,-16.861,3.981,0.052,36.449,12.094,3.188
1750361591.790,1750361591.871,-9.024,7.043,-3.133,-16.826,3.981,0.051,34.696,12.611,3.184
