timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1751231511.686,1751231511.714,-1.704,2.000,0.000,-17.130,8.510,-0.789,76.165,28.033,3.271
1751231512.167,1751231512.209,-1.704,2.000,0.000,-17.130,8.510,-0.789,76.165,28.033,3.271
1751231513.271,1751231513.311,-1.442,2.187,1.143,-17.189,7.641,1.102,76.976,26.896,3.125
1751231513.793,1751231513.836,-1.385,2.445,1.515,-18.598,6.254,-0.538,84.133,20.267,2.869
1751231514.480,1751231514.499,-1.405,2.793,1.711,-19.603,5.804,-0.716,88.901,16.969,2.848
1751231514.794,1751231514.826,-1.429,2.940,1.753,-19.065,5.710,-0.337,98.302,17.694,2.492
1751231515.190,1751231515.215,-1.468,3.135,1.789,-18.399,5.750,-0.294,110.112,17.330,2.499
1751231515.778,1751231515.807,-1.538,3.426,1.821,-16.536,5.459,0.593,123.347,17.591,2.245
1751231516.190,1751231516.224,-1.593,3.634,1.836,-15.865,5.293,0.717,132.242,14.728,2.342
1751231517.066,1751231517.129,-1.722,4.061,2.095,-15.003,4.979,1.025,137.846,11.957,2.402
1751231517.165,1751231517.209,-1.751,4.102,2.267,-14.975,5.021,1.227,135.460,11.822,2.401
1751231517.872,1751231517.937,-2.053,4.265,2.913,-15.938,5.052,1.273,131.082,9.853,2.243
1751231518.291,1751231518.371,-2.266,4.298,3.043,-17.351,5.045,0.537,123.308,8.354,2.673
1751231518.783,1751231518.805,-2.515,4.314,3.109,-19.459,5.177,0.406,99.096,8.518,2.404
1751231519.170,1751231519.216,-2.714,4.318,3.132,-20.663,5.090,0.303,83.729,6.389,2.123
1751231519.759,1751231519.816,-3.012,4.318,-3.136,-22.105,5.072,0.314,59.453,5.560,1.557
1751231520.376,1751231520.476,-3.328,4.315,-3.131,-22.815,5.053,0.246,44.333,4.335,1.299
1751231520.764,1751231520.812,-3.510,4.313,-3.130,-22.924,5.009,0.320,38.378,4.021,1.199
1751231521.590,1751231521.687,-3.925,4.308,-3.129,-23.496,4.792,0.210,28.230,1.292,0.985
1751231521.684,1751231521.735,-3.975,4.307,-3.129,-23.363,4.820,0.211,27.347,1.246,0.984
1751231522.388,1751231522.402,-4.340,4.302,-3.128,-23.474,4.966,0.104,21.072,2.581,0.847
1751231522.777,1751231522.871,-4.539,4.300,-3.128,-22.898,4.923,0.122,27.822,2.248,1.036
1751231523.277,1751231523.301,-4.788,4.296,-3.129,-22.708,4.901,0.074,27.978,2.238,1.022
1751231523.767,1751231523.853,-5.037,4.293,-3.128,-21.878,4.923,0.088,38.103,2.522,1.389
1751231524.392,1751231524.444,-5.352,4.289,-3.129,-21.491,4.887,0.052,38.917,2.430,1.485
1751231524.968,1751231524.996,-5.634,4.284,-3.126,-20.102,4.909,0.062,54.900,2.592,2.193
1751231525.388,1751231525.465,-5.849,4.281,-3.128,-19.617,4.876,0.019,56.910,2.409,2.405
1751231526.166,1751231526.262,-6.247,4.276,-3.128,-17.764,4.713,0.013,70.545,0.413,3.451
1751231526.889,1751231526.960,-6.613,4.271,-3.129,-14.332,5.055,2.981,77.650,2.446,3.673
1751231527.391,1751231527.448,-6.861,4.267,-3.128,-8.708,5.287,3.105,35.533,2.618,1.242
1751231527.793,1751231527.850,-7.077,4.265,-3.129,-7.497,5.366,3.115,18.880,2.858,0.475
1751231528.283,1751231528.336,-7.326,4.261,-3.128,-6.872,5.195,3.117,3.524,0.565,0.079
1751231528.776,1751231528.882,-7.575,4.258,-3.128,-7.422,5.354,3.118,9.369,2.226,0.161
1751231529.166,1751231529.290,-7.774,4.255,-3.129,-7.609,5.337,3.117,8.652,2.006,0.161
1751231529.887,1751231529.931,-8.139,4.251,-3.128,-7.900,5.349,3.118,7.888,2.065,0.166
1751231530.372,1751231530.416,-8.388,4.247,-3.129,-8.135,5.363,3.119,8.251,2.178,0.156
1751231530.992,1751231531.013,-8.703,4.243,-3.128,-8.323,5.349,3.117,7.430,1.949,0.163
1751231531.285,1751231531.389,-8.853,4.241,-3.128,-8.537,5.361,3.120,7.539,2.111,0.158
1751231531.884,1751231531.899,-9.152,4.237,-3.128,-8.765,5.352,3.118,7.441,1.932,0.167
1751231532.190,1751231532.246,-9.317,4.235,-3.128,-8.979,5.378,3.119,7.521,2.173,0.165
1751231532.869,1751231532.963,-9.666,4.230,-3.129,-9.302,5.370,3.122,7.105,2.003,0.171
1751231533.494,1751231533.498,-9.981,4.226,-3.128,-9.478,5.379,3.121,6.661,2.059,0.160
1751231533.792,1751231533.882,-10.131,4.224,-3.129,-9.717,5.365,3.123,6.596,1.953,0.164
1751231534.169,1751231534.223,-10.330,4.221,-3.129,-10.024,5.362,3.123,6.080,1.883,0.157
1751231534.695,1751231534.713,-10.595,4.218,-3.128,-10.228,5.360,3.123,5.739,1.804,0.152
1751231535.181,1751231535.214,-10.844,4.215,-3.129,-10.432,5.360,3.123,5.413,1.749,0.146
1751231535.678,1751231535.713,-11.093,4.211,-3.128,-10.633,5.354,3.123,5.033,1.647,0.141
1751231536.187,1751231536.212,-11.358,4.208,-3.129,-10.841,5.350,3.123,4.729,1.560,0.135
1751231536.676,1751231536.713,-11.607,4.205,-3.128,-11.150,5.349,3.122,4.348,1.474,0.130
1751231537.191,1751231537.211,-11.870,4.202,3.135,-11.357,5.347,3.122,4.056,1.423,0.124
1751231537.694,1751231537.729,-12.119,4.202,-3.137,-11.559,5.342,3.131,3.688,1.329,0.118
1751231538.182,1751231538.211,-12.368,4.200,-3.131,-11.765,5.334,3.138,3.432,1.248,0.113
1751231538.677,1751231538.715,-12.617,4.197,-3.130,-11.973,5.329,3.140,3.208,1.188,0.108
1751231539.160,1751231539.238,-12.865,4.194,-3.128,-12.284,5.321,3.141,2.869,1.108,0.102
1751231539.690,1751231539.715,-13.131,4.191,-3.128,-12.494,5.316,-3.142,2.666,1.056,0.097
1751231540.173,1751231540.215,-13.380,4.187,-3.128,-12.709,5.311,-3.141,2.512,1.012,0.093
1751231540.673,1751231540.719,-13.629,4.184,-3.128,-12.924,5.307,-3.141,2.406,0.995,0.091
1751231541.175,1751231541.211,-13.894,4.180,-3.128,-13.142,5.304,-3.141,2.309,0.960,0.087
1751231541.691,1751231541.720,-14.160,4.177,-3.128,-13.460,5.296,-3.141,2.087,0.850,0.082
