timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1751210677.052,1751210677.089,-1.696,2.000,0.004,-26.940,6.816,3.054,78.949,23.922,6.199
1751210677.150,1751210677.215,-1.661,2.003,0.145,-10.271,10.307,-0.499,78.982,21.558,6.522
1751210677.347,1751210677.347,-1.568,2.037,0.570,-27.083,6.948,-2.727,82.152,19.410,7.450
1751210677.443,1751210677.478,-1.529,2.067,0.745,-27.171,6.928,-2.474,83.896,16.835,6.969
1751210677.736,1751210677.735,-1.441,2.187,1.138,-27.293,6.804,-2.121,86.646,16.382,5.945
1751210677.931,1751210677.991,-1.408,2.281,1.317,-27.381,6.712,-1.928,87.768,15.479,5.148
1751210678.451,1751210678.514,-1.382,2.544,1.590,-27.435,6.382,-1.621,90.054,15.718,4.221
1751210679.136,1751210679.162,-1.418,2.891,1.742,-27.433,6.028,-1.416,89.745,15.530,3.514
1751210679.750,1751210679.821,-1.482,3.199,1.799,-27.379,5.706,-1.337,88.113,15.310,3.007
1751210680.435,1751210680.467,-1.567,3.537,1.831,-27.313,5.385,-1.305,81.767,15.759,2.724
1751210681.057,1751210681.123,-1.650,3.841,1.849,-27.226,5.093,-1.292,76.994,16.053,2.757
1751210681.447,1751210681.509,-1.708,4.030,1.975,-27.173,4.928,-1.061,74.133,15.874,2.561
1751210681.643,1751210681.642,-1.762,4.114,2.320,-27.149,4.887,-0.866,72.700,15.559,2.331
1751210681.835,1751210681.901,-1.838,4.178,2.574,-27.058,4.804,-0.546,70.337,15.813,2.225
1751210682.261,1751210682.290,-2.037,4.260,2.898,-26.889,4.707,-0.276,70.527,15.799,2.216
1751210682.751,1751210682.813,-2.283,4.298,3.049,-26.661,4.653,-0.125,70.630,15.881,2.047
1751210683.258,1751210683.329,-2.548,4.313,3.114,-26.415,4.640,-0.072,68.234,15.521,1.914
1751210683.847,1751210683.846,-2.847,4.317,3.140,-26.167,4.637,-0.040,68.651,15.342,1.899
1751210684.334,1751210684.367,-3.095,4.316,-3.134,-25.918,4.623,-0.029,69.885,15.007,1.970
1751210684.853,1751210684.889,-3.361,4.313,-3.131,-25.673,4.625,-0.009,69.612,14.988,1.923
1751210685.339,1751210685.404,-3.610,4.310,-3.129,-25.421,4.631,0.009,70.791,15.101,1.902
