timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1750369862.392,1750369862.462,-1.714,3.077,-0.000,-13.384,6.617,1.356,96.978,10.562,1.997
1750369864.376,1750369864.493,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369864.872,1750369864.925,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369865.381,1750369865.431,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369865.870,1750369865.927,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369866.388,1750369866.421,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369866.871,1750369866.921,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369867.395,1750369867.423,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369867.887,1750369867.918,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369868.377,1750369868.425,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369868.880,1750369868.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369869.386,1750369869.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369869.886,1750369869.918,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369870.388,1750369870.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369870.886,1750369870.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369871.386,1750369871.423,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369871.890,1750369871.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369872.381,1750369872.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369872.894,1750369872.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369873.378,1750369873.422,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369873.862,1750369873.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369874.391,1750369874.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369874.878,1750369874.921,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369875.396,1750369875.418,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369875.882,1750369875.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369876.366,1750369876.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369876.894,1750369876.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369877.356,1750369877.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369877.881,1750369877.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369878.382,1750369878.423,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369878.890,1750369878.921,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369879.382,1750369879.432,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369879.894,1750369879.921,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369880.384,1750369880.422,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369880.876,1750369880.928,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369881.367,1750369881.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369881.891,1750369881.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369882.376,1750369882.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369882.885,1750369882.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369883.378,1750369883.422,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369883.875,1750369883.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369884.362,1750369884.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369884.888,1750369884.923,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369885.369,1750369885.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369885.886,1750369885.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369886.377,1750369886.422,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369886.886,1750369886.921,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369887.373,1750369887.423,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369887.887,1750369887.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369888.382,1750369888.422,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369888.899,1750369888.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369889.385,1750369889.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369889.889,1750369889.925,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369890.389,1750369890.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369890.878,1750369890.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369891.395,1750369891.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369891.893,1750369891.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369892.384,1750369892.421,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369892.882,1750369892.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369893.347,1750369893.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369893.883,1750369893.922,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369894.373,1750369894.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369894.882,1750369894.921,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369895.390,1750369895.423,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369895.878,1750369895.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369896.374,1750369896.421,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369896.890,1750369896.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369897.373,1750369897.421,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369897.891,1750369897.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369898.386,1750369898.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369898.879,1750369898.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369899.399,1750369899.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369899.893,1750369899.922,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369900.390,1750369900.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369900.884,1750369900.919,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369901.385,1750369901.419,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369901.875,1750369901.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369902.396,1750369902.420,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369902.874,1750369902.920,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
1750369903.394,1750369903.423,-1.714,3.077,-0.000,-23.633,9.433,-1.259,39.326,14.263,0.852
