timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1750360269.823,1750360269.862,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360270.331,1750360270.397,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360270.742,1750360270.831,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360271.337,1750360271.368,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360271.835,1750360271.907,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360272.236,1750360272.298,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360272.713,1750360272.800,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360273.229,1750360273.300,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360273.709,1750360273.800,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360274.214,1750360274.300,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360274.699,1750360274.805,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360275.228,1750360275.303,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360275.726,1750360275.802,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360276.243,1750360276.303,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360276.712,1750360276.799,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360277.224,1750360277.300,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360277.723,1750360277.799,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360278.235,1750360278.300,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360278.705,1750360278.799,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360279.224,1750360279.300,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360279.705,1750360279.800,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360280.232,1750360280.300,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360280.702,1750360280.799,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360281.237,1750360281.300,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360281.721,1750360281.800,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360282.246,1750360282.304,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360282.742,1750360282.801,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
1750360283.230,1750360283.301,-1.714,3.077,-0.000,-18.188,12.218,0.226,73.746,31.779,2.805
