timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1753309495.890,1753309495.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.134,0.134,0.067
1753309495.890,1753309495.807,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.141,0.141,0.070
1753309495.890,1753309495.906,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.148,0.148,0.074
1753309495.922,1753309496.006,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.155,0.155,0.078
1753309496.019,1753309496.106,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.163,0.163,0.081
1753309496.116,1753309496.206,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.171,0.171,0.086
1753309496.214,1753309496.307,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.180,0.180,0.090
1753309496.310,1753309496.407,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.189,0.189,0.094
1753309496.410,1753309496.507,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.198,0.198,0.099
1753309496.504,1753309496.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.208,0.208,0.104
1753309496.601,1753309496.706,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.218,0.218,0.109
1753309496.735,1753309496.807,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.229,0.229,0.115
1753309496.830,1753309496.906,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.241,0.241,0.120
1753309496.930,1753309497.007,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.253,0.253,0.126
1753309497.026,1753309497.107,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.265,0.265,0.133
1753309497.123,1753309497.207,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.279,0.279,0.139
1753309497.225,1753309497.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.293,0.293,0.146
1753309497.324,1753309497.406,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.307,0.307,0.154
1753309497.421,1753309497.506,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.323,0.323,0.161
1753309497.516,1753309497.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.339,0.339,0.169
1753309497.614,1753309497.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.356,0.356,0.178
1753309497.709,1753309497.806,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.373,0.373,0.187
1753309497.837,1753309497.908,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.392,0.392,0.196
1753309497.934,1753309498.006,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.412,0.412,0.206
1753309498.032,1753309498.107,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.432,0.432,0.216
1753309498.131,1753309498.206,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.454,0.454,0.227
1753309498.226,1753309498.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.476,0.476,0.238
1753309498.322,1753309498.406,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.500,0.500,0.250
1753309498.422,1753309498.506,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.525,0.525,0.263
1753309498.516,1753309498.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.552,0.552,0.276
1753309498.614,1753309498.706,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.579,0.579,0.290
1753309498.714,1753309498.806,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.608,0.608,0.304
1753309498.811,1753309498.907,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.639,0.639,0.319
1753309498.909,1753309499.006,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.670,0.670,0.335
1753309499.007,1753309499.106,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.704,0.704,0.352
1753309499.102,1753309499.208,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.739,0.739,0.370
1753309499.235,1753309499.307,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.776,0.776,0.388
1753309499.325,1753309499.406,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.815,0.815,0.407
1753309499.424,1753309499.507,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.856,0.856,0.428
1753309499.523,1753309499.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.899,0.899,0.449
1753309499.619,1753309499.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.943,0.943,0.472
1753309499.718,1753309499.806,-2.002,0.999,1.569,0.000,-0.000,-0.000,0.991,0.991,0.495
1753309499.815,1753309499.906,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.040,1.040,0.520
1753309499.913,1753309500.007,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.092,1.092,0.546
1753309500.011,1753309500.107,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.147,1.147,0.573
1753309500.107,1753309500.207,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.204,1.204,0.602
1753309500.206,1753309500.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.264,1.264,0.632
1753309500.335,1753309500.406,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.327,1.327,0.664
1753309500.434,1753309500.506,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.394,1.394,0.697
1753309500.529,1753309500.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.464,1.464,0.732
1753309500.625,1753309500.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.537,1.537,0.768
1753309500.729,1753309500.807,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.614,1.614,0.807
1753309500.826,1753309500.906,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.694,1.694,0.847
1753309500.918,1753309501.006,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.779,1.779,0.889
1753309501.017,1753309501.106,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.868,1.868,0.934
1753309501.112,1753309501.206,-2.002,0.999,1.569,0.000,-0.000,-0.000,1.961,1.961,0.981
1753309501.211,1753309501.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.059,2.059,1.030
1753309501.311,1753309501.408,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.162,2.162,1.081
1753309501.437,1753309501.508,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.270,2.270,1.135
1753309501.505,1753309501.607,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.384,2.384,1.192
1753309501.635,1753309501.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.503,2.503,1.252
1753309501.730,1753309501.806,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.628,2.628,1.314
1753309501.831,1753309501.907,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.760,2.760,1.380
1753309501.928,1753309502.006,-2.002,0.999,1.569,0.000,-0.000,-0.000,2.898,2.898,1.449
1753309502.023,1753309502.106,-2.002,0.999,1.569,0.000,-0.000,-0.000,3.043,3.043,1.521
1753309502.124,1753309502.206,-2.002,0.999,1.569,0.000,-0.000,-0.000,3.195,3.195,1.597
1753309502.220,1753309502.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,3.355,3.355,1.677
1753309502.315,1753309502.406,-2.002,0.999,1.569,0.000,-0.000,-0.000,3.522,3.522,1.761
1753309502.414,1753309502.507,-2.002,0.999,1.569,0.000,-0.000,-0.000,3.698,3.698,1.849
1753309502.510,1753309502.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,3.883,3.883,1.942
1753309502.608,1753309502.706,-2.002,0.999,1.569,0.000,-0.000,-0.000,4.077,4.077,2.039
1753309502.712,1753309502.806,-2.002,0.999,1.569,0.000,-0.000,-0.000,4.281,4.281,2.141
1753309502.808,1753309502.906,-2.002,0.999,1.569,0.000,-0.000,-0.000,4.495,4.495,2.248
1753309502.907,1753309503.007,-2.002,0.999,1.569,0.000,-0.000,-0.000,4.720,4.720,2.360
1753309503.004,1753309503.106,-2.002,0.999,1.569,0.000,-0.000,-0.000,4.956,4.956,2.478
1753309503.104,1753309503.207,-2.002,0.999,1.569,0.000,-0.000,-0.000,5.204,5.204,2.602
1753309503.235,1753309503.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,5.464,5.464,2.732
1753309503.331,1753309503.406,-2.002,0.999,1.569,0.000,-0.000,-0.000,5.737,5.737,2.869
1753309503.432,1753309503.506,-2.002,0.999,1.569,0.000,-0.000,-0.000,6.024,6.024,3.012
1753309503.529,1753309503.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,6.325,6.325,3.163
1753309503.622,1753309503.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,6.642,6.642,3.321
1753309503.723,1753309503.806,-2.002,0.999,1.569,0.000,-0.000,-0.000,6.974,6.974,3.487
1753309503.818,1753309503.906,-2.002,0.999,1.569,0.000,-0.000,-0.000,7.322,7.322,3.661
1753309503.917,1753309504.006,-2.002,0.999,1.569,0.000,-0.000,-0.000,7.689,7.689,3.844
1753309504.014,1753309504.107,-2.002,0.999,1.569,0.000,-0.000,-0.000,8.073,8.073,4.037
1753309504.111,1753309504.206,-2.002,0.999,1.569,0.000,-0.000,-0.000,8.477,8.477,4.238
1753309504.208,1753309504.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,8.901,8.901,4.450
1753309504.310,1753309504.407,-2.002,0.999,1.569,0.000,-0.000,-0.000,9.346,9.346,4.673
1753309504.404,1753309504.506,-2.002,0.999,1.569,0.000,-0.000,-0.000,9.813,9.813,4.906
1753309504.503,1753309504.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,10.303,10.303,5.152
1753309504.634,1753309504.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,10.819,10.819,5.409
1753309504.730,1753309504.807,-2.002,0.999,1.569,0.000,-0.000,-0.000,11.360,11.360,5.680
1753309504.830,1753309504.907,-2.002,0.999,1.569,0.000,-0.000,-0.000,11.928,11.928,5.964
1753309504.925,1753309505.007,-2.002,0.999,1.569,0.000,-0.000,-0.000,12.524,12.524,6.262
1753309505.022,1753309505.106,-2.002,0.999,1.569,0.000,-0.000,-0.000,13.150,13.150,6.575
1753309505.122,1753309505.206,-2.002,0.999,1.569,0.000,-0.000,-0.000,13.808,13.808,6.904
1753309505.215,1753309505.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,14.498,14.498,7.249
1753309505.314,1753309505.406,-2.002,0.999,1.569,0.000,-0.000,-0.000,15.223,15.223,7.611
1753309505.415,1753309505.506,-2.002,0.999,1.569,0.000,-0.000,-0.000,15.984,15.984,7.992
1753309505.511,1753309505.606,-2.002,0.999,1.569,0.000,-0.000,-0.000,16.783,16.783,8.392
1753309505.610,1753309505.707,-2.002,0.999,1.569,0.000,-0.000,-0.000,17.622,17.622,8.811
1753309505.711,1753309505.807,-2.002,0.999,1.569,0.000,-0.000,-0.000,18.504,18.504,9.252
1753309505.804,1753309505.907,-2.002,0.999,1.569,0.000,-0.000,-0.000,19.429,19.429,9.714
1753309505.904,1753309506.006,-2.002,0.999,1.569,0.000,-0.000,-0.000,20.400,20.400,10.200
1753309506.034,1753309506.106,-2.002,0.999,1.569,0.000,-0.000,-0.000,21.420,21.420,10.710
1753309506.100,1753309506.206,-2.002,0.999,1.569,0.000,-0.000,-0.000,22.491,22.491,11.246
1753309506.235,1753309506.306,-2.002,0.999,1.569,0.000,-0.000,-0.000,23.616,23.616,11.808
