timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1751058066.572,1751058066.671,-1.687,2.001,0.033,-16.757,10.275,-0.696,87.507,25.350,8.617
1751058066.796,1751058066.795,-1.583,2.029,0.507,-16.854,10.250,-0.422,85.210,23.617,7.214
1751058066.894,1751058066.929,-1.541,2.057,0.690,-17.360,10.103,-0.390,88.963,20.785,6.001
1751058067.189,1751058067.188,-1.449,2.173,1.102,-17.059,10.047,-0.039,87.810,19.669,5.347
1751058067.382,1751058067.450,-1.412,2.266,1.291,-9.828,11.518,3.128,86.115,17.937,5.804
1751058067.774,1751058067.840,-1.382,2.462,1.531,-17.890,2.256,1.388,86.845,17.662,6.395
1751058068.288,1751058068.354,-1.395,2.727,1.687,-17.865,2.519,1.579,85.925,16.936,6.222
1751058068.999,1751058068.998,-1.457,3.087,1.784,-16.268,10.264,0.428,89.101,15.541,5.597
1751058069.580,1751058069.642,-1.526,3.378,1.818,-17.988,3.076,1.670,88.348,15.367,5.286
1751058070.293,1751058070.293,-1.619,3.730,1.842,-29.743,13.739,0.407,90.202,14.147,4.739
1751058070.882,1751058070.946,-1.703,4.016,1.912,-29.479,13.840,0.572,86.911,12.958,4.555
1751058070.974,1751058071.070,-1.722,4.061,2.096,-15.576,11.380,-2.459,87.406,10.906,4.117
1751058071.299,1751058071.336,-1.839,4.178,2.579,-15.452,11.283,-2.086,86.688,9.899,3.977
1751058071.592,1751058071.592,-1.974,4.241,2.825,-15.510,11.180,-1.881,83.855,8.946,3.660
1751058072.074,1751058072.107,-2.218,4.291,3.021,-15.586,10.928,-1.670,80.464,8.497,3.139
1751058072.594,1751058072.626,-2.482,4.311,3.104,-15.563,10.689,-1.597,76.037,8.563,3.373
1751058073.084,1751058073.144,-2.731,4.316,3.133,-15.622,10.450,-1.585,71.882,8.168,3.256
1751058073.598,1751058073.663,-2.997,4.316,-3.137,-15.636,10.184,-1.579,70.054,8.136,3.043
1751058074.182,1751058074.182,-3.295,4.314,-3.131,-15.596,9.946,-1.606,69.105,7.945,3.173
1751058074.670,1751058074.702,-3.544,4.311,-3.130,-15.621,9.713,-1.624,66.011,8.098,3.288
1751058075.187,1751058075.223,-3.810,4.307,-3.128,-18.806,12.344,1.578,67.037,9.210,3.110
1751058075.677,1751058075.742,-4.059,4.304,-3.129,-3.897,9.120,-1.591,66.651,10.073,2.919
1751058076.197,1751058076.258,-4.324,4.301,-3.128,-4.191,4.305,-3.125,66.860,11.134,2.704
1751058076.780,1751058076.780,-4.623,4.297,-3.129,-4.461,4.315,-3.119,63.533,12.075,2.275
1751058077.297,1751058077.296,-4.888,4.293,-3.128,-4.712,4.318,-3.109,60.801,12.612,1.850
1751058077.786,1751058077.818,-5.137,4.290,-3.128,-4.985,4.314,-3.119,57.933,12.616,1.471
1751058078.270,1751058078.337,-5.387,4.286,-3.125,-5.237,4.303,-3.107,50.452,11.765,1.125
1751058078.790,1751058078.851,-5.651,4.282,-3.126,-5.493,4.296,-3.109,40.911,9.929,0.857
1751058079.278,1751058079.374,-5.895,4.282,3.131,-5.744,4.283,-3.107,32.218,7.425,0.678
1751058079.894,1751058079.893,-6.211,4.282,-3.135,-5.992,4.283,-3.112,25.363,5.720,0.541
1751058080.387,1751058080.417,-6.459,4.280,-3.131,-6.252,4.271,-3.116,20.232,4.452,0.455
1751058080.873,1751058080.936,-6.708,4.277,-3.129,-6.501,4.269,-3.133,14.222,2.811,0.351
1751058081.390,1751058081.458,-6.974,4.274,-3.128,-6.775,4.267,-3.138,9.370,2.453,0.270
1751058081.878,1751058081.978,-7.223,4.270,-3.128,-7.046,4.272,3.126,5.763,1.518,0.215
1751058082.496,1751058082.495,-7.538,4.266,-3.128,-7.316,4.269,3.136,4.227,0.892,0.149
1751058082.985,1751058083.019,-7.787,4.263,-3.128,-7.573,4.273,3.134,3.100,0.431,0.129
1751058083.478,1751058083.540,-8.036,4.259,-3.128,-7.828,4.282,3.130,1.135,0.231,0.086
1751058083.967,1751058084.061,-8.285,4.256,-3.128,-8.096,4.267,3.138,1.084,0.077,0.061
1751058084.486,1751058084.584,-8.550,4.252,-3.128,-8.351,4.272,3.141,0.517,0.057,0.056
1751058085.075,1751058085.106,-8.849,4.248,-3.128,-8.618,4.269,-3.139,0.510,0.070,0.064
1751058085.593,1751058085.630,-9.115,4.245,-3.128,-8.875,4.272,3.130,0.201,0.066,0.062
1751058086.078,1751058086.143,-9.363,4.241,-3.128,-9.134,4.272,3.139,0.151,0.071,0.055
1751058086.596,1751058086.661,-9.629,4.238,-3.128,-9.398,4.273,3.136,0.108,0.062,0.047
1751058087.086,1751058087.181,-9.878,4.234,-3.128,-9.673,4.265,3.132,0.103,0.052,0.043
1751058087.670,1751058087.704,-10.177,4.230,-3.128,-9.932,4.267,3.131,0.108,0.043,0.043
1751058088.193,1751058088.222,-10.442,4.226,-3.128,-10.199,4.252,3.131,0.106,0.047,0.046
1751058088.676,1751058088.739,-10.691,4.223,-3.128,-10.446,4.250,3.136,0.112,0.042,0.043
1751058089.193,1751058089.259,-10.957,4.219,-3.128,-10.725,4.249,-3.138,0.126,0.037,0.044
1751058089.682,1751058089.777,-11.205,4.216,-3.128,-10.983,4.231,-3.130,0.134,0.034,0.042
1751058090.299,1751058090.298,-11.521,4.212,-3.128,-11.235,4.236,-3.128,0.132,0.028,0.044
1751058090.785,1751058090.818,-11.769,4.208,-3.124,-11.492,4.233,-3.134,0.146,0.029,0.046
1751058091.274,1751058091.338,-12.018,4.204,-3.127,-11.757,4.217,-3.134,0.144,0.029,0.048
1751058091.794,1751058091.857,-12.283,4.200,-3.127,-12.018,4.202,-3.132,0.168,0.030,0.050
1751058092.285,1751058092.386,-12.532,4.197,-3.128,-12.280,4.196,-3.137,0.172,0.032,0.050
1751058092.872,1751058092.901,-12.831,4.193,-3.128,-12.528,4.182,-3.111,0.176,0.034,0.055
1751058093.390,1751058093.426,-13.096,4.189,-3.128,-12.783,4.163,-3.115,0.187,0.037,0.052
1751058093.878,1751058093.943,-13.345,4.186,-3.128,-13.032,4.156,-3.110,0.203,0.037,0.052
1751058094.396,1751058094.461,-13.611,4.182,-3.128,-13.289,4.142,-3.115,0.217,0.040,0.050
1751058094.886,1751058094.981,-13.860,4.179,-3.128,-13.548,4.139,-3.125,0.223,0.047,0.057
1751058095.470,1751058095.503,-14.158,4.174,-3.128,-13.835,4.132,-3.125,0.220,0.039,0.052
1751058095.987,1751058096.018,-14.424,4.171,-3.128,-14.072,4.128,-3.116,0.238,0.046,0.052
1751058096.476,1751058096.536,-14.673,4.168,-3.128,-14.325,4.133,-3.137,0.225,0.046,0.053
1751058096.989,1751058097.055,-14.938,4.164,-3.128,-14.580,4.124,-3.124,0.232,0.050,0.054
1751058097.477,1751058097.573,-15.187,4.161,-3.128,-14.858,4.120,-3.125,0.235,0.053,0.054
1751058098.094,1751058098.094,-15.502,4.156,-3.128,-15.100,4.118,-3.122,0.233,0.047,0.059
1751058098.582,1751058098.615,-15.752,4.153,-3.128,-15.348,4.107,-3.120,0.231,0.042,0.057
1751058099.070,1751058099.134,-16.000,4.150,-3.128,-15.575,4.111,3.141,0.233,0.045,0.060
1751058099.590,1751058099.653,-16.266,4.146,-3.128,-15.801,4.094,-3.111,0.255,0.050,0.054
1751058100.075,1751058100.173,-16.515,4.143,-3.128,-16.088,4.087,-3.122,0.265,0.051,0.051
1751058100.694,1751058100.694,-16.827,4.139,-3.136,-16.332,4.091,3.141,0.267,0.049,0.050
