timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1751057640.970,1751057641.034,-1.696,2.001,0.005,-0.404,10.882,-1.783,87.345,23.871,5.883
1751057641.162,1751057641.161,-1.613,2.015,0.371,-0.547,10.893,-1.646,88.594,20.786,6.990
1751057641.262,1751057641.295,-1.568,2.037,0.572,-21.417,10.110,-0.929,86.522,18.514,7.264
1751057641.355,1751057641.418,-1.529,2.068,0.746,-21.317,10.080,-0.714,84.644,17.133,6.554
1751057641.644,1751057641.679,-1.441,2.188,1.138,-21.179,10.040,-0.421,84.507,16.582,6.640
1751057641.842,1751057641.936,-1.408,2.282,1.318,-21.054,10.023,-0.223,83.864,15.502,6.126
1751057642.464,1751057642.463,-1.383,2.595,1.621,-20.723,10.005,0.008,77.477,14.542,5.181
1751057643.044,1751057643.106,-1.418,2.892,1.742,-20.412,10.050,0.148,73.573,13.380,4.492
1751057643.762,1751057643.762,-1.493,3.249,1.805,-20.102,10.114,0.220,66.926,11.413,3.870
1751057644.342,1751057644.405,-1.567,3.538,1.831,-19.787,10.216,0.274,63.542,10.463,3.841
1751057645.057,1751057645.056,-1.665,3.890,1.852,-19.462,10.283,0.256,62.584,9.348,3.953
1751057645.450,1751057645.450,-1.727,4.077,2.099,-19.262,10.315,0.470,59.904,8.551,4.322
1751057645.545,1751057645.579,-1.756,4.118,2.270,-19.160,10.368,0.695,59.951,7.484,4.121
1751057645.748,1751057645.844,-1.830,4.185,2.539,-19.035,10.464,0.993,58.216,6.593,4.167
1751057646.168,1751057646.226,-2.027,4.272,2.880,-18.926,10.638,1.263,56.142,5.719,4.475
1751057646.651,1751057646.747,-2.272,4.313,3.045,-18.882,10.881,1.425,53.459,4.615,5.200
1751057647.270,1751057647.269,-2.587,4.329,3.120,-18.812,11.138,1.485,52.783,3.804,5.851
1751057647.754,1751057647.785,-2.836,4.332,3.140,-18.736,11.394,1.506,52.845,3.758,7.252
1751057648.241,1751057648.307,-3.085,4.331,-3.133,-18.677,11.636,1.529,53.462,3.700,6.192
1751057648.761,1751057648.825,-3.350,4.328,-3.130,-18.626,11.886,1.521,53.236,3.712,5.623
1751057649.244,1751057649.342,-3.599,4.325,-3.129,-18.571,12.138,1.519,53.836,4.228,5.348
1751057649.863,1751057649.863,-3.914,4.321,-3.128,-18.563,12.371,1.517,54.264,5.198,5.298
1751057650.351,1751057650.382,-4.163,4.317,-3.128,-18.536,12.660,1.508,53.954,5.854,4.622
1751057650.842,1751057650.905,-4.412,4.314,-3.127,-3.611,8.752,-1.636,55.172,6.621,3.926
1751057651.366,1751057651.432,-4.678,4.310,-3.128,-3.654,8.475,-1.633,54.242,7.326,3.554
1751057651.854,1751057651.948,-4.926,4.307,-3.127,-3.639,8.218,-1.606,55.740,8.391,3.162
1751057652.470,1751057652.470,-5.242,4.303,-3.128,-3.713,7.981,-1.600,56.152,9.202,2.842
1751057652.958,1751057652.992,-5.490,4.299,-3.125,-3.743,7.745,-1.609,55.800,10.267,2.695
