timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1750360216.745,1750360216.814,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360217.258,1750360217.370,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360217.764,1750360217.823,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360218.265,1750360218.371,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360218.784,1750360218.808,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360219.255,1750360219.308,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360219.771,1750360219.820,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360220.283,1750360220.306,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360220.780,1750360220.809,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360221.261,1750360221.307,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360221.758,1750360221.807,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360222.285,1750360222.307,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360222.759,1750360222.806,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360223.277,1750360223.307,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360223.752,1750360223.810,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360224.285,1750360224.306,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360224.773,1750360224.808,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360225.263,1750360225.308,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360225.784,1750360225.808,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360226.276,1750360226.306,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360226.783,1750360226.807,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360227.282,1750360227.306,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360227.764,1750360227.807,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360228.270,1750360228.307,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360228.784,1750360228.809,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360229.278,1750360229.306,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360229.780,1750360229.811,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360230.244,1750360230.310,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
1750360230.768,1750360230.808,-1.714,3.077,-0.000,-14.549,6.464,0.675,101.936,43.643,2.444
