timestamp_real, timestamp_est, real_x, real_y, real_theta, est_x, est_y, est_theta, cov_x, cov_y, cov_theta
1753324630.439,1753324630.525,-2.002,0.999,1.503,-0.000,-0.000,-0.079,0.000,0.000,0.000
1753324630.635,1753324630.726,-2.002,0.999,1.463,-0.000,-0.000,-0.119,0.000,0.000,0.000
1753324630.858,1753324630.925,-2.002,0.999,1.416,0.000,-0.000,-0.158,0.000,0.000,0.000
1753324631.052,1753324631.125,-2.002,0.999,1.376,0.000,-0.000,-0.198,0.000,0.000,0.000
1753324631.119,1753324631.325,-2.002,0.999,1.363,0.000,-0.000,-0.237,0.000,0.000,0.000
1753324631.119,1753324631.525,-2.002,0.999,1.363,0.027,-0.007,-0.250,0.000,0.000,0.000
1753324631.119,1753324631.725,-2.002,0.999,1.363,0.067,-0.017,-0.250,0.000,0.000,0.000
1753324631.119,1753324631.925,-2.002,0.999,1.363,0.107,-0.027,-0.250,0.000,0.000,0.000
1753324631.119,1753324632.127,-2.002,0.999,1.363,0.147,-0.038,-0.250,0.000,0.000,0.000
1753324631.119,1753324632.335,-2.002,0.999,1.363,0.200,-0.051,-0.250,0.000,0.000,0.000
1753324632.550,1753324632.609,-1.934,1.253,1.310,-6.947,3.894,0.986,0.100,0.100,0.050
1753324632.646,1753324632.730,-1.928,1.274,1.310,-6.940,3.903,0.997,0.100,0.100,0.050
1753324632.839,1753324632.932,-1.917,1.315,1.310,-6.938,3.910,0.994,0.100,0.100,0.050
1753324633.063,1753324633.129,-1.905,1.364,1.310,-6.939,3.919,0.982,0.100,0.100,0.050
1753324633.258,1753324633.331,-1.894,1.405,1.310,-6.936,3.927,0.972,0.100,0.100,0.050
1753324633.455,1753324633.529,-1.883,1.446,1.310,-6.933,3.934,0.969,0.100,0.100,0.050
1753324633.651,1753324633.730,-1.871,1.488,1.310,-6.929,3.940,0.956,0.100,0.100,0.050
1753324633.843,1753324633.929,-1.860,1.529,1.310,-6.927,3.945,0.945,0.100,0.100,0.050
1753324634.043,1753324634.129,-1.849,1.570,1.310,-6.919,3.951,0.925,0.100,0.100,0.050
1753324634.236,1753324634.329,-1.838,1.612,1.310,-6.916,3.955,0.937,0.100,0.100,0.050
1753324634.432,1753324634.530,-1.837,1.617,1.276,-6.918,3.954,0.926,0.100,0.100,0.050
1753324634.951,1753324635.059,-1.826,1.645,1.192,-7.946,4.199,-2.050,0.100,0.100,0.050
1753324635.046,1753324635.132,-1.818,1.665,1.192,-7.960,4.175,-2.096,0.100,0.100,0.050
1753324635.243,1753324635.330,-1.802,1.704,1.192,-7.996,4.118,-2.094,0.100,0.100,0.050
1753324635.438,1753324635.530,-1.787,1.744,1.191,-8.015,4.082,-2.095,0.100,0.100,0.050
1753324635.664,1753324635.730,-1.768,1.791,1.191,-8.037,4.044,-2.094,0.100,0.100,0.050
1753324635.863,1753324635.930,-1.752,1.831,1.191,-8.055,4.008,-2.093,0.100,0.100,0.050
1753324636.058,1753324636.130,-1.736,1.870,1.191,-8.077,3.973,-2.092,0.100,0.100,0.050
1753324636.447,1753324636.501,-1.705,1.950,1.192,-8.085,3.955,-2.059,0.100,0.100,0.050
1753324636.447,1753324636.535,-1.705,1.950,1.192,-8.099,3.927,-2.058,0.100,0.100,0.050
1753324636.646,1753324636.729,-1.689,1.990,1.192,-8.139,3.854,-2.041,0.100,0.100,0.050
1753324636.842,1753324636.931,-1.689,1.989,1.228,-8.138,3.856,-2.003,0.100,0.100,0.050
1753324637.062,1753324637.130,-1.689,1.989,1.275,-8.138,3.854,-1.964,0.100,0.100,0.050
1753324637.258,1753324637.340,-1.685,2.003,1.301,-8.148,3.829,-1.945,0.100,0.100,0.050
1753324637.452,1753324637.535,-1.674,2.044,1.301,-8.165,3.791,-1.947,0.100,0.100,0.050
1753324637.650,1753324637.732,-1.662,2.086,1.301,-8.179,3.752,-1.945,0.100,0.100,0.050
1753324637.842,1753324637.933,-1.651,2.127,1.301,-8.196,3.713,-1.941,0.100,0.100,0.050
1753324638.431,1753324638.511,-1.617,2.251,1.301,-8.211,3.674,-1.941,0.100,0.100,0.050
1753324638.431,1753324638.526,-1.617,2.251,1.301,-8.218,3.655,-1.941,0.100,0.100,0.050
1753324638.661,1753324638.737,-1.603,2.299,1.301,-8.258,3.552,-1.941,0.100,0.100,0.050
1753324638.854,1753324638.926,-1.592,2.340,1.301,-8.268,3.527,-1.941,0.100,0.100,0.050
1753324639.046,1753324639.127,-1.580,2.382,1.301,-8.278,3.501,-1.941,0.100,0.100,0.050
1753324639.242,1753324639.325,-1.569,2.423,1.300,-8.298,3.450,-1.928,0.100,0.100,0.050
1753324639.438,1753324639.525,-1.569,2.422,1.337,-8.298,3.450,-1.888,0.100,0.100,0.050
1753324639.633,1753324639.725,-1.569,2.422,1.377,-8.298,3.450,-1.849,0.100,0.100,0.050
1753324639.859,1753324639.926,-1.569,2.422,1.423,-8.298,3.450,-1.809,0.100,0.100,0.050
1753324640.057,1753324640.126,-1.569,2.422,1.463,-8.298,3.450,-1.770,0.100,0.100,0.050
1753324640.253,1753324640.325,-1.569,2.422,1.503,-8.298,3.450,-1.730,0.100,0.100,0.050
1753324640.639,1753324640.745,-1.569,2.422,1.583,-8.298,3.450,-1.730,0.100,0.100,0.050
1753324640.835,1753324640.925,-1.569,2.422,1.622,-8.298,3.450,-1.605,0.100,0.100,0.050
1753324641.053,1753324641.125,-1.569,2.422,1.669,-8.298,3.450,-1.565,0.100,0.100,0.050
1753324641.248,1753324641.325,-1.569,2.422,1.709,-8.298,3.450,-1.526,0.100,0.100,0.050
1753324641.439,1753324641.525,-1.569,2.422,1.749,-8.298,3.450,-1.486,0.100,0.100,0.050
1753324641.664,1753324641.726,-1.569,2.422,1.795,-8.298,3.450,-1.447,0.100,0.100,0.050
1753324641.863,1753324641.925,-1.569,2.422,1.835,-8.298,3.450,-1.407,0.100,0.100,0.050
1753324642.059,1753324642.138,-1.569,2.422,1.875,-8.298,3.450,-1.355,0.100,0.100,0.050
1753324642.250,1753324642.326,-1.569,2.422,1.915,-8.298,3.450,-1.328,0.100,0.100,0.050
1753324642.446,1753324642.526,-1.581,2.454,1.921,-8.288,3.409,-1.322,0.100,0.100,0.050
1753324643.361,1753324643.377,-1.650,2.642,1.921,-8.278,3.369,-1.322,0.100,0.100,0.050
1753324643.458,1753324643.525,-1.657,2.663,1.921,-8.237,3.209,-1.322,0.100,0.100,0.050
1753324643.653,1753324643.731,-1.672,2.703,1.922,-8.223,3.156,-1.322,0.100,0.100,0.050
1753324643.849,1753324643.925,-1.681,2.726,1.942,-8.222,3.149,-1.295,0.100,0.100,0.050
1753324644.330,1753324644.438,-1.680,2.722,2.039,-8.222,3.149,-1.256,0.100,0.100,0.050
1753324644.461,1753324644.526,-1.680,2.722,2.066,-8.222,3.149,-1.177,0.100,0.100,0.050
1753324644.657,1753324644.734,-1.680,2.722,2.106,-8.222,3.149,-1.124,0.100,0.100,0.050
1753324644.851,1753324644.933,-1.680,2.722,2.145,-8.222,3.149,-1.085,0.100,0.100,0.050
1753324644.953,1753324645.135,-1.680,2.722,2.165,-8.222,3.149,-1.045,0.100,0.100,0.050
1753324644.953,1753324645.325,-1.680,2.722,2.165,-8.222,3.149,-1.005,0.100,0.100,0.050
1753324644.953,1753324645.525,-1.680,2.722,2.165,-8.222,3.149,-0.966,0.100,0.100,0.050
1753324644.953,1753324645.726,-1.680,2.722,2.165,-8.214,3.138,-0.946,0.100,0.100,0.050
1753324644.953,1753324645.939,-1.680,2.722,2.165,-8.181,3.093,-0.946,0.100,0.100,0.050
1753324644.953,1753324646.134,-1.680,2.722,2.165,-8.157,3.060,-0.946,0.100,0.100,0.050
1753324644.953,1753324646.329,-1.680,2.722,2.165,-8.133,3.026,-0.946,0.100,0.100,0.050
1753324644.953,1753324646.525,-1.680,2.722,2.165,-8.109,2.993,-0.946,0.100,0.100,0.050
1753324644.953,1753324646.725,-1.680,2.722,2.165,-8.085,2.959,-0.946,0.100,0.100,0.050
1753324644.953,1753324646.925,-1.680,2.722,2.165,-8.061,2.926,-0.946,0.100,0.100,0.050
1753324644.953,1753324647.126,-1.680,2.722,2.165,-8.036,2.892,-0.946,0.100,0.100,0.050
1753324644.953,1753324647.325,-1.680,2.722,2.165,-8.012,2.859,-0.946,0.100,0.100,0.050
